'sample interval','V5','V2'
10160,-0.275,-0.090
10161,-0.275,-0.110
10162,-0.290,-0.115
10163,-0.305,-0.105
10164,-0.310,-0.090
10165,-0.295,-0.070
10166,-0.290,-0.080
10167,-0.295,-0.065
10168,-0.300,-0.050
10169,-0.305,-0.080
10170,-0.300,-0.090
10171,-0.300,-0.105
10172,-0.300,-0.120
10173,-0.305,-0.115
10174,-0.310,-0.130
10175,-0.330,-0.125
10176,-0.330,-0.125
10177,-0.320,-0.095
10178,-0.310,-0.100
10179,-0.320,-0.110
10180,-0.325,-0.130
10181,-0.330,-0.115
10182,-0.325,-0.115
10183,-0.300,-0.095
10184,-0.295,-0.110
10185,-0.305,-0.130
10186,-0.325,-0.140
10187,-0.335,-0.145
10188,-0.340,-0.130
10189,-0.345,-0.125
10190,-0.320,-0.135
10191,-0.325,-0.135
10192,-0.340,-0.150
10193,-0.340,-0.140
10194,-0.335,-0.130
10195,-0.320,-0.130
10196,-0.330,-0.145
10197,-0.325,-0.135
10198,-0.330,-0.135
10199,-0.340,-0.145
10200,-0.340,-0.140
10201,-0.320,-0.115
10202,-0.295,-0.110
10203,-0.295,-0.115
10204,-0.280,-0.130
10205,-0.310,-0.135
10206,-0.335,-0.135
10207,-0.335,-0.135
10208,-0.340,-0.140
10209,-0.325,-0.130
10210,-0.320,-0.125
10211,-0.320,-0.145
10212,-0.320,-0.135
10213,-0.300,-0.125
10214,-0.295,-0.140
10215,-0.295,-0.135
10216,-0.300,-0.160
10217,-0.315,-0.145
10218,-0.305,-0.120
10219,-0.305,-0.105
10220,-0.310,-0.120
10221,-0.305,-0.105
10222,-0.310,-0.110
10223,-0.315,-0.115
10224,-0.300,-0.105
10225,-0.280,-0.095
10226,-0.235,-0.070
10227,-0.180,-0.065
10228,0.000,-0.030
10229,0.385,0.175
10230,0.675,0.555
10231,0.490,0.700
10232,0.115,0.450
10233,-0.070,0.190
10234,-0.080,0.085
10235,-0.055,0.065
10236,-0.060,0.065
10237,-0.100,0.050
10238,-0.100,0.015
10239,-0.105,0.000
10240,-0.110,-0.010
10241,-0.105,-0.035
10242,-0.120,-0.050
10243,-0.125,-0.080
10244,-0.150,-0.120
10245,-0.135,-0.155
10246,-0.150,-0.190
10247,-0.180,-0.215
10248,-0.190,-0.215
10249,-0.170,-0.200
10250,-0.180,-0.205
10251,-0.205,-0.235
10252,-0.240,-0.275
10253,-0.285,-0.300
10254,-0.315,-0.320
10255,-0.350,-0.325
10256,-0.400,-0.310
10257,-0.485,-0.300
10258,-0.590,-0.290
10259,-0.700,-0.290
10260,-0.775,-0.335
10261,-0.810,-0.400
10262,-0.850,-0.475
10263,-0.910,-0.525
10264,-0.960,-0.550
10265,-1.005,-0.575
10266,-0.985,-0.585
10267,-0.990,-0.580
10268,-1.000,-0.595
10269,-1.025,-0.595
10270,-1.040,-0.665
10271,-1.040,-0.715
10272,-0.990,-0.750
10273,-0.930,-0.750
10274,-0.885,-0.750
10275,-0.870,-0.795
10276,-0.900,-0.855
10277,-0.915,-0.880
10278,-0.880,-0.900
10279,-0.800,-0.905
10280,-0.720,-0.920
10281,-0.660,-0.895
10282,-0.620,-0.850
10283,-0.585,-0.825
10284,-0.545,-0.790
10285,-0.515,-0.730
10286,-0.480,-0.685
10287,-0.435,-0.620
10288,-0.410,-0.575
10289,-0.380,-0.505
10290,-0.370,-0.440
10291,-0.350,-0.370
10292,-0.340,-0.345
10293,-0.335,-0.330
10294,-0.330,-0.310
10295,-0.330,-0.285
10296,-0.305,-0.250
10297,-0.265,-0.200
10298,-0.245,-0.170
10299,-0.240,-0.140
10300,-0.250,-0.080
10301,-0.265,0.045
10302,-0.290,0.245
10303,-0.310,0.465
10304,-0.310,0.635
10305,-0.295,0.630
10306,-0.290,0.405
10307,-0.275,0.090
10308,-0.255,-0.195
10309,-0.220,-0.325
10310,-0.175,-0.360
10311,-0.155,-0.345
10312,-0.145,-0.315
10313,-0.160,-0.285
10314,-0.165,-0.215
10315,-0.170,-0.125
10316,-0.175,-0.080
10317,-0.180,-0.075
10318,-0.210,-0.090
10319,-0.225,-0.095
10320,-0.195,-0.045
10321,-0.145,-0.030
10322,-0.125,-0.050
10323,-0.110,-0.065
10324,-0.130,-0.070
10325,-0.155,-0.040
10326,-0.175,0.000
10327,-0.180,0.020
10328,-0.145,0.035
10329,-0.150,0.055
10330,-0.140,0.105
10331,-0.125,0.255
10332,-0.105,0.505
10333,-0.080,0.765
10334,-0.075,0.795
10335,-0.095,0.555
10336,-0.105,0.195
10337,-0.120,-0.135
10338,-0.135,-0.300
10339,-0.115,-0.285
10340,-0.100,-0.175
10341,-0.095,-0.035
10342,-0.080,0.105
10343,-0.070,0.240
10344,-0.045,0.270
10345,-0.055,0.210
10346,-0.080,0.090
10347,-0.120,0.015
10348,-0.135,-0.040
10349,-0.125,0.000
10350,-0.090,0.065
10351,-0.060,0.110
10352,-0.045,0.075
10353,-0.055,0.005
10354,-0.060,-0.025
10355,-0.060,-0.005
10356,-0.035,0.050
10357,-0.030,0.100
10358,-0.035,0.125
10359,-0.055,0.115
10360,-0.065,0.095
10361,-0.095,0.080
10362,-0.075,0.105
10363,-0.065,0.150
10364,-0.065,0.200
10365,-0.085,0.255
10366,-0.115,0.280
10367,-0.100,0.240
10368,-0.045,0.200
10369,-0.020,0.235
10370,-0.005,0.385
10371,-0.010,0.640
10372,-0.020,0.845
10373,-0.035,0.955
10374,-0.030,0.875
10375,-0.035,0.655
10376,-0.045,0.350
10377,-0.055,0.030
10378,-0.065,-0.165
10379,-0.085,-0.255
10380,-0.070,-0.220
10381,-0.055,-0.120
10382,-0.065,0.015
10383,-0.085,0.110
10384,-0.090,0.145
10385,-0.105,0.180
10386,-0.105,0.275
10387,-0.100,0.395
10388,-0.100,0.430
10389,-0.130,0.315
10390,-0.140,0.145
10391,-0.155,-0.010
10392,-0.135,-0.080
10393,-0.135,-0.085
10394,-0.150,-0.035
10395,-0.165,0.010
10396,-0.165,0.030
10397,-0.180,0.035
10398,-0.185,0.050
10399,-0.155,0.055
10400,-0.150,0.050
10401,-0.175,0.045
10402,-0.175,0.045
10403,-0.195,0.090
10404,-0.200,0.110
10405,-0.200,0.130
10406,-0.195,0.125
10407,-0.195,0.125
10408,-0.210,0.155
10409,-0.240,0.250
10410,-0.230,0.375
10411,-0.190,0.415
10412,-0.170,0.310
10413,-0.170,0.130
10414,-0.185,-0.020
10415,-0.215,-0.115
10416,-0.255,-0.105
10417,-0.270,-0.050
10418,-0.270,0.115
10419,-0.255,0.310
10420,-0.245,0.380
10421,-0.245,0.300
10422,-0.220,0.090
10423,-0.195,-0.115
10424,-0.205,-0.220
10425,-0.220,-0.180
10426,-0.235,-0.080
10427,-0.260,0.025
10428,-0.240,0.035
10429,-0.210,-0.010
10430,-0.210,-0.070
10431,-0.230,-0.090
10432,-0.245,-0.075
10433,-0.250,-0.040
10434,-0.250,-0.020
10435,-0.255,0.010
10436,-0.250,0.030
10437,-0.240,0.035
10438,-0.240,0.030
10439,-0.250,0.035
10440,-0.240,0.045
10441,-0.245,0.055
10442,-0.250,0.040
10443,-0.250,0.035
10444,-0.265,0.025
10445,-0.285,0.055
10446,-0.290,0.075
10447,-0.265,0.090
10448,-0.245,0.075
10449,-0.235,0.070
10450,-0.255,0.035
10451,-0.265,0.035
10452,-0.255,0.035
10453,-0.245,0.055
10454,-0.230,0.075
10455,-0.240,0.065
10456,-0.255,0.050
10457,-0.265,0.060
10458,-0.255,0.095
10459,-0.255,0.090
10460,-0.265,0.075
10461,-0.270,0.065
10462,-0.270,0.065
10463,-0.285,0.080
10464,-0.290,0.100
10465,-0.300,0.135
10466,-0.325,0.135
10467,-0.305,0.100
10468,-0.295,0.055
10469,-0.285,0.050
10470,-0.275,0.080
10471,-0.255,0.110
10472,-0.260,0.135
10473,-0.255,0.160
10474,-0.230,0.205
10475,-0.245,0.260
10476,-0.265,0.300
10477,-0.275,0.255
10478,-0.270,0.175
10479,-0.275,0.070
10480,-0.275,-0.015
10481,-0.305,-0.050
10482,-0.320,-0.010
10483,-0.320,0.025
10484,-0.310,0.040
10485,-0.295,0.055
10486,-0.290,0.045
10487,-0.285,0.040
10488,-0.290,0.065
10489,-0.285,0.075
10490,-0.275,0.080
10491,-0.280,0.070
10492,-0.300,0.090
10493,-0.315,0.085
10494,-0.310,0.085
10495,-0.315,0.090
10496,-0.315,0.100
10497,-0.325,0.115
10498,-0.320,0.090
10499,-0.320,0.090
10500,-0.315,0.095
10501,-0.290,0.140
10502,-0.280,0.155
10503,-0.280,0.130
10504,-0.295,0.110
10505,-0.320,0.105
10506,-0.315,0.125
10507,-0.310,0.140
10508,-0.300,0.130
10509,-0.310,0.125
10510,-0.335,0.110
10511,-0.345,0.130
10512,-0.335,0.135
10513,-0.320,0.135
10514,-0.315,0.125
10515,-0.305,0.110
10516,-0.310,0.105
10517,-0.310,0.105
10518,-0.290,0.110
10519,-0.300,0.120
10520,-0.285,0.145
10521,-0.280,0.150
10522,-0.265,0.135
10523,-0.285,0.115
10524,-0.275,0.130
10525,-0.270,0.150
10526,-0.260,0.180
10527,-0.235,0.190
10528,-0.210,0.180
10529,-0.135,0.200
10530,0.180,0.290
10531,0.625,0.570
10532,0.675,0.880
10533,0.340,0.875
10534,0.040,0.620
10535,-0.055,0.425
10536,0.000,0.350
10537,0.025,0.340
10538,0.020,0.325
10539,-0.005,0.330
10540,-0.035,0.335
10541,-0.040,0.330
10542,-0.050,0.320
10543,-0.060,0.285
10544,-0.045,0.275
10545,-0.025,0.260
10546,-0.020,0.260
10547,-0.020,0.280
10548,-0.015,0.275
10549,-0.010,0.275
10550,-0.010,0.225
10551,-0.005,0.195
10552,-0.010,0.145
10553,-0.025,0.110
10554,-0.020,0.105
10555,-0.030,0.085
10556,-0.055,0.090
10557,-0.065,0.085
10558,-0.100,0.075
10559,-0.130,0.095
10560,-0.165,0.100
10561,-0.195,0.100
10562,-0.245,0.090
10563,-0.335,0.065
10564,-0.425,0.040
10565,-0.510,0.030
10566,-0.565,0.065
10567,-0.610,0.085
10568,-0.660,0.050
10569,-0.750,0.010
10570,-0.820,-0.005
10571,-0.860,0.035
10572,-0.885,0.070
10573,-0.885,0.040
10574,-0.900,-0.025
10575,-0.915,-0.095
10576,-0.945,-0.170
10577,-0.995,-0.220
10578,-1.005,-0.260
10579,-0.990,-0.245
10580,-0.980,-0.210
10581,-0.965,-0.180
10582,-0.965,-0.200
10583,-0.965,-0.225
10584,-0.935,-0.290
10585,-0.900,-0.350
10586,-0.845,-0.405
10587,-0.790,-0.420
10588,-0.760,-0.415
10589,-0.730,-0.375
10590,-0.705,-0.335
10591,-0.660,-0.280
10592,-0.600,-0.230
10593,-0.550,-0.235
10594,-0.530,-0.275
10595,-0.495,-0.255
10596,-0.470,-0.210
10597,-0.435,-0.135
10598,-0.405,-0.085
10599,-0.370,-0.020
10600,-0.375,0.035
10601,-0.385,0.070
10602,-0.370,0.090
10603,-0.335,0.075
10604,-0.300,0.065
10605,-0.300,0.075
10606,-0.280,0.095
10607,-0.290,0.120
10608,-0.305,0.135
10609,-0.285,0.155
10610,-0.290,0.160
10611,-0.270,0.165
10612,-0.260,0.165
10613,-0.260,0.185
10614,-0.225,0.210
10615,-0.190,0.235
10616,-0.185,0.250
10617,-0.180,0.230
10618,-0.175,0.230
10619,-0.205,0.260
10620,-0.210,0.285
10621,-0.200,0.270
10622,-0.180,0.270
10623,-0.175,0.290
10624,-0.165,0.320
10625,-0.180,0.320
10626,-0.190,0.290
10627,-0.190,0.270
10628,-0.180,0.275
10629,-0.175,0.320
10630,-0.180,0.355
10631,-0.170,0.365
10632,-0.160,0.360
10633,-0.160,0.355
10634,-0.150,0.380
10635,-0.135,0.420
10636,-0.160,0.410
10637,-0.170,0.345
10638,-0.165,0.240
10639,-0.160,0.190
10640,-0.135,0.200
10641,-0.130,0.255
10642,-0.135,0.265
10643,-0.145,0.235
10644,-0.165,0.215
10645,-0.140,0.225
10646,-0.135,0.250
10647,-0.135,0.250
10648,-0.150,0.260
10649,-0.155,0.265
10650,-0.140,0.285
10651,-0.110,0.310
10652,-0.110,0.305
10653,-0.095,0.315
10654,-0.105,0.295
10655,-0.115,0.315
10656,-0.100,0.325
10657,-0.085,0.330
10658,-0.085,0.335
10659,-0.095,0.340
10660,-0.105,0.330
10661,-0.110,0.320
10662,-0.110,0.345
10663,-0.095,0.340
10664,-0.080,0.350
10665,-0.095,0.345
10666,-0.090,0.340
10667,-0.090,0.345
10668,-0.085,0.360
10669,-0.070,0.365
10670,-0.070,0.355
10671,-0.065,0.370
10672,-0.070,0.355
10673,-0.070,0.350
10674,-0.055,0.370
10675,-0.040,0.370
10676,-0.030,0.380
10677,-0.035,0.365
10678,-0.040,0.365
10679,-0.055,0.365
10680,-0.045,0.380
10681,-0.025,0.400
10682,-0.015,0.400
10683,-0.035,0.405
10684,-0.035,0.390
10685,-0.050,0.380
10686,-0.025,0.400
10687,-0.025,0.390
10688,-0.015,0.390
10689,-0.010,0.385
10690,-0.025,0.370
10691,-0.035,0.380
10692,-0.045,0.395
10693,-0.040,0.400
10694,-0.025,0.400
10695,-0.040,0.395
10696,-0.045,0.375
10697,-0.065,0.360
10698,-0.055,0.370
10699,-0.065,0.350
10700,-0.065,0.345
10701,-0.070,0.340
10702,-0.085,0.315
10703,-0.100,0.325
10704,-0.110,0.330
10705,-0.100,0.345
10706,-0.105,0.325
10707,-0.115,0.315
10708,-0.125,0.310
10709,-0.140,0.285
10710,-0.140,0.280
10711,-0.135,0.310
10712,-0.135,0.285
10713,-0.145,0.270
10714,-0.150,0.260
10715,-0.180,0.245
10716,-0.185,0.260
10717,-0.175,0.260
10718,-0.175,0.260
10719,-0.185,0.240
10720,-0.195,0.220
10721,-0.200,0.215
10722,-0.210,0.230
10723,-0.190,0.220
10724,-0.200,0.240
10725,-0.210,0.215
10726,-0.220,0.200
10727,-0.235,0.185
10728,-0.225,0.185
10729,-0.215,0.195
10730,-0.200,0.195
10731,-0.215,0.185
10732,-0.215,0.175
10733,-0.235,0.190
10734,-0.240,0.195
10735,-0.235,0.200
10736,-0.230,0.185
10737,-0.230,0.175
10738,-0.245,0.155
10739,-0.265,0.135
10740,-0.250,0.160
10741,-0.250,0.195
10742,-0.245,0.200
10743,-0.245,0.165
10744,-0.250,0.165
10745,-0.255,0.160
10746,-0.250,0.140
10747,-0.250,0.145
10748,-0.255,0.140
10749,-0.250,0.135
10750,-0.280,0.140
10751,-0.295,0.120
10752,-0.275,0.110
10753,-0.265,0.120
10754,-0.250,0.125
10755,-0.260,0.135
10756,-0.265,0.120
10757,-0.285,0.120
10758,-0.280,0.135
10759,-0.285,0.140
10760,-0.270,0.115
10761,-0.285,0.115
10762,-0.310,0.105
10763,-0.310,0.115
10764,-0.300,0.115
10765,-0.280,0.125
10766,-0.285,0.120
10767,-0.290,0.110
10768,-0.305,0.105
10769,-0.320,0.110
10770,-0.310,0.110
10771,-0.305,0.115
10772,-0.300,0.110
10773,-0.300,0.100
10774,-0.315,0.085
10775,-0.325,0.085
10776,-0.320,0.095
10777,-0.315,0.110
10778,-0.320,0.110
10779,-0.315,0.085
10780,-0.335,0.070
10781,-0.340,0.075
10782,-0.330,0.080
10783,-0.320,0.095
10784,-0.325,0.085
10785,-0.315,0.085
10786,-0.335,0.080
10787,-0.350,0.070
10788,-0.350,0.070
10789,-0.350,0.085
10790,-0.345,0.080
10791,-0.340,0.085
10792,-0.355,0.070
10793,-0.360,0.060
10794,-0.350,0.060
10795,-0.360,0.050
10796,-0.355,0.045
10797,-0.345,0.050
10798,-0.355,0.050
10799,-0.355,0.055
10800,-0.350,0.075
10801,-0.335,0.100
10802,-0.335,0.100
10803,-0.345,0.085
10804,-0.350,0.060
10805,-0.370,0.045
10806,-0.360,0.035
10807,-0.355,0.035
10808,-0.355,0.050
10809,-0.350,0.060
10810,-0.360,0.040
10811,-0.365,0.045
10812,-0.355,0.035
10813,-0.340,0.045
10814,-0.340,0.045
10815,-0.350,0.030
10816,-0.360,0.040
10817,-0.375,0.030
10818,-0.375,0.045
10819,-0.365,0.045
10820,-0.355,0.035
10821,-0.365,0.025
10822,-0.365,0.025
10823,-0.370,0.015
10824,-0.355,0.025
10825,-0.345,0.045
10826,-0.335,0.040
10827,-0.340,0.035
10828,-0.345,0.035
10829,-0.355,0.020
10830,-0.340,0.035
10831,-0.315,0.050
10832,-0.290,0.040
10833,-0.230,0.050
10834,-0.140,0.075
10835,0.110,0.095
10836,0.555,0.275
10837,0.755,0.580
10838,0.500,0.745
10839,0.120,0.600
10840,-0.080,0.375
10841,-0.095,0.255
10842,-0.070,0.250
10843,-0.070,0.270
10844,-0.095,0.235
10845,-0.120,0.195
10846,-0.120,0.175
10847,-0.135,0.135
10848,-0.145,0.140
10849,-0.125,0.130
10850,-0.120,0.130
10851,-0.130,0.100
10852,-0.140,0.065
10853,-0.160,0.045
10854,-0.155,0.030
10855,-0.160,0.045
10856,-0.155,0.025
10857,-0.155,0.020
10858,-0.195,-0.005
10859,-0.225,-0.020
10860,-0.245,-0.020
10861,-0.255,-0.025
10862,-0.275,-0.040
10863,-0.325,-0.065
10864,-0.365,-0.090
10865,-0.420,-0.105
10866,-0.475,-0.120
10867,-0.540,-0.120
10868,-0.620,-0.135
10869,-0.695,-0.160
10870,-0.740,-0.175
10871,-0.790,-0.160
10872,-0.830,-0.170
10873,-0.885,-0.170
10874,-0.930,-0.215
10875,-0.955,-0.250
10876,-0.985,-0.295
10877,-1.005,-0.350
10878,-1.010,-0.380
10879,-1.015,-0.405
10880,-1.010,-0.420
10881,-1.025,-0.445
10882,-1.045,-0.475
10883,-1.045,-0.500
10884,-1.025,-0.525
10885,-1.005,-0.530
10886,-0.990,-0.565
10887,-0.965,-0.610
10888,-0.955,-0.660
10889,-0.935,-0.715
10890,-0.865,-0.725
10891,-0.815,-0.695
10892,-0.770,-0.665
10893,-0.735,-0.670
10894,-0.715,-0.690
10895,-0.685,-0.695
10896,-0.630,-0.640
10897,-0.570,-0.580
10898,-0.515,-0.495
10899,-0.495,-0.425
10900,-0.495,-0.375
10901,-0.480,-0.305
10902,-0.460,-0.250
10903,-0.445,-0.210
10904,-0.435,-0.180
10905,-0.435,-0.165
10906,-0.430,-0.150
10907,-0.420,-0.130
10908,-0.400,-0.115
10909,-0.390,-0.085
10910,-0.375,-0.100
10911,-0.385,-0.105
10912,-0.380,-0.105
10913,-0.385,-0.080
10914,-0.375,-0.075
10915,-0.350,-0.030
10916,-0.340,-0.010
10917,-0.325,0.010
10918,-0.325,0.000
10919,-0.315,0.005
10920,-0.295,0.005
10921,-0.280,0.015
10922,-0.260,0.015
10923,-0.255,0.035
10924,-0.240,0.055
10925,-0.255,0.055
10926,-0.240,0.080
10927,-0.220,0.080
10928,-0.200,0.080
10929,-0.195,0.085
10930,-0.205,0.070
10931,-0.205,0.080
10932,-0.190,0.085
10933,-0.190,0.105
10934,-0.160,0.110
10935,-0.170,0.095
10936,-0.190,0.090
10937,-0.200,0.090
10938,-0.215,0.090
10939,-0.200,0.115
10940,-0.185,0.095
10941,-0.200,0.110
10942,-0.210,0.115
10943,-0.220,0.100
10944,-0.220,0.120
10945,-0.215,0.110
10946,-0.205,0.090
10947,-0.220,0.095
10948,-0.230,0.090
10949,-0.230,0.095
10950,-0.225,0.105
10951,-0.205,0.125
10952,-0.180,0.110
10953,-0.195,0.105
10954,-0.195,0.115
10955,-0.205,0.105
10956,-0.190,0.115
10957,-0.190,0.140
10958,-0.180,0.125
10959,-0.175,0.135
10960,-0.185,0.145
10961,-0.180,0.160
10962,-0.175,0.165
10963,-0.165,0.175
10964,-0.165,0.175
10965,-0.155,0.165
10966,-0.165,0.135
10967,-0.175,0.145
10968,-0.170,0.155
10969,-0.155,0.175
10970,-0.140,0.185
10971,-0.145,0.200
10972,-0.145,0.225
10973,-0.140,0.220
10974,-0.135,0.205
10975,-0.125,0.210
10976,-0.125,0.195
10977,-0.130,0.190
10978,-0.125,0.180
10979,-0.125,0.190
10980,-0.125,0.195
10981,-0.120,0.210
10982,-0.085,0.195
10983,-0.085,0.225
10984,-0.105,0.225
10985,-0.115,0.220
10986,-0.110,0.230
10987,-0.100,0.225
10988,-0.090,0.235
10989,-0.095,0.220
10990,-0.105,0.200
10991,-0.120,0.205
10992,-0.125,0.200
10993,-0.125,0.195
10994,-0.125,0.205
10995,-0.125,0.215
10996,-0.140,0.205
10997,-0.145,0.180
10998,-0.150,0.185
10999,-0.140,0.190
11000,-0.155,0.180
11001,-0.170,0.170
11002,-0.175,0.155
11003,-0.195,0.140
11004,-0.200,0.130
11005,-0.200,0.125
11006,-0.205,0.120
11007,-0.205,0.105
11008,-0.230,0.085
11009,-0.245,0.085
11010,-0.245,0.090
11011,-0.230,0.105
11012,-0.230,0.105
11013,-0.235,0.090
11014,-0.245,0.065
11015,-0.260,0.055
11016,-0.270,0.035
11017,-0.260,0.045
11018,-0.250,0.040
11019,-0.250,0.025
11020,-0.265,0.000
11021,-0.285,0.000
11022,-0.280,0.015
11023,-0.275,0.055
11024,-0.255,0.065
11025,-0.265,0.025
11026,-0.280,-0.015
11027,-0.300,-0.030
11028,-0.295,-0.010
11029,-0.290,0.000
11030,-0.290,0.010
11031,-0.295,-0.005
11032,-0.310,-0.010
11033,-0.330,-0.020
11034,-0.310,-0.015
11035,-0.310,-0.005
11036,-0.300,-0.010
11037,-0.315,-0.025
11038,-0.315,-0.035
11039,-0.335,-0.040
11040,-0.325,-0.025
11041,-0.320,0.005
11042,-0.305,0.015
11043,-0.305,0.000
11044,-0.315,-0.020
11045,-0.330,-0.035
11046,-0.330,-0.035
11047,-0.335,-0.035
11048,-0.325,-0.035
11049,-0.335,-0.005
11050,-0.330,0.040
11051,-0.355,0.035
11052,-0.345,-0.035
11053,-0.345,-0.105
11054,-0.340,-0.120
11055,-0.335,-0.090
11056,-0.345,-0.055
11057,-0.360,-0.060
11058,-0.355,-0.070
11059,-0.355,-0.090
11060,-0.350,-0.070
11061,-0.360,-0.045
11062,-0.370,-0.060
11063,-0.365,-0.065
11064,-0.365,-0.060
11065,-0.365,-0.055
11066,-0.375,-0.045
11067,-0.370,-0.060
11068,-0.380,-0.075
11069,-0.385,-0.075
11070,-0.385,-0.070
11071,-0.395,-0.065
11072,-0.375,-0.075
11073,-0.390,-0.075
11074,-0.395,-0.095
11075,-0.395,-0.090
11076,-0.380,-0.085
11077,-0.365,-0.080
11078,-0.365,-0.075
11079,-0.375,-0.095
11080,-0.385,-0.110
11081,-0.405,-0.100
11082,-0.395,-0.105
11083,-0.380,-0.090
11084,-0.375,-0.095
11085,-0.380,-0.105
11086,-0.375,-0.115
11087,-0.405,-0.125
11088,-0.400,-0.120
11089,-0.395,-0.110
11090,-0.385,-0.115
11091,-0.380,-0.115
11092,-0.405,-0.135
11093,-0.410,-0.125
11094,-0.400,-0.115
11095,-0.395,-0.110
11096,-0.400,-0.110
11097,-0.405,-0.130
11098,-0.415,-0.135
11099,-0.425,-0.140
11100,-0.420,-0.140
11101,-0.405,-0.125
11102,-0.395,-0.135
11103,-0.400,-0.130
11104,-0.410,-0.145
11105,-0.425,-0.155
11106,-0.420,-0.145
11107,-0.410,-0.130
11108,-0.405,-0.130
11109,-0.400,-0.130
11110,-0.415,-0.150
11111,-0.420,-0.135
11112,-0.415,-0.135
11113,-0.405,-0.120
11114,-0.400,-0.120
11115,-0.420,-0.115
11116,-0.425,-0.145
11117,-0.430,-0.165
11118,-0.425,-0.175
11119,-0.415,-0.160
11120,-0.410,-0.140
11121,-0.410,-0.145
11122,-0.410,-0.155
11123,-0.415,-0.150
11124,-0.400,-0.140
11125,-0.390,-0.130
11126,-0.365,-0.125
11127,-0.350,-0.135
11128,-0.350,-0.125
11129,-0.305,-0.115
11130,-0.235,-0.095
11131,-0.030,-0.050
11132,0.370,0.080
11133,0.685,0.360
11134,0.545,0.570
11135,0.155,0.495
11136,-0.085,0.255
11137,-0.130,0.115
11138,-0.115,0.060
11139,-0.115,0.050
11140,-0.140,0.005
11141,-0.185,-0.005
11142,-0.190,-0.005
11143,-0.180,-0.020
11144,-0.175,-0.035
11145,-0.175,-0.040
11146,-0.190,-0.070
11147,-0.200,-0.095
11148,-0.195,-0.110
11149,-0.210,-0.125
11150,-0.220,-0.145
11151,-0.245,-0.165
11152,-0.265,-0.195
11153,-0.285,-0.200
11154,-0.305,-0.190
11155,-0.320,-0.180
11156,-0.365,-0.210
11157,-0.395,-0.235
11158,-0.440,-0.245
11159,-0.475,-0.260
11160,-0.505,-0.260
11161,-0.585,-0.290
11162,-0.655,-0.300
11163,-0.730,-0.330
11164,-0.790,-0.335
11165,-0.865,-0.350
11166,-0.905,-0.345
11167,-0.950,-0.360
11168,-1.000,-0.385
11169,-1.030,-0.430
11170,-1.045,-0.485
11171,-1.075,-0.535
11172,-1.060,-0.580
11173,-1.070,-0.585
11174,-1.070,-0.600
11175,-1.080,-0.640
11176,-1.085,-0.675
11177,-1.080,-0.710
11178,-1.045,-0.735
11179,-1.030,-0.765
11180,-1.015,-0.795
11181,-0.995,-0.840
11182,-0.960,-0.890
11183,-0.910,-0.910
11184,-0.840,-0.900
11185,-0.795,-0.885
11186,-0.750,-0.850
11187,-0.710,-0.825
11188,-0.670,-0.795
11189,-0.635,-0.740
11190,-0.580,-0.680
11191,-0.535,-0.625
11192,-0.505,-0.560
11193,-0.470,-0.510
11194,-0.460,-0.480
11195,-0.455,-0.450
11196,-0.435,-0.390
11197,-0.440,-0.355
11198,-0.425,-0.335
11199,-0.420,-0.345
11200,-0.410,-0.325
11201,-0.400,-0.330
11202,-0.405,-0.310
11203,-0.405,-0.285
11204,-0.395,-0.280
11205,-0.390,-0.275
11206,-0.395,-0.260
11207,-0.395,-0.240
11208,-0.370,-0.230
11209,-0.350,-0.200
11210,-0.335,-0.180
11211,-0.320,-0.155
11212,-0.325,-0.150
11213,-0.320,-0.130
11214,-0.310,-0.120
11215,-0.300,-0.100
11216,-0.275,-0.085
11217,-0.265,-0.085
11218,-0.265,-0.090
11219,-0.280,-0.110
11220,-0.270,-0.115
11221,-0.265,-0.105
11222,-0.260,-0.100
11223,-0.255,-0.100
11224,-0.260,-0.105
11225,-0.265,-0.095
11226,-0.260,-0.075
11227,-0.250,-0.065
11228,-0.230,-0.080
11229,-0.230,-0.080
11230,-0.230,-0.080
11231,-0.235,-0.085
11232,-0.220,-0.060
11233,-0.210,-0.050
11234,-0.220,-0.050
11235,-0.205,-0.055
11236,-0.200,-0.050
11237,-0.215,-0.045
11238,-0.210,-0.020
11239,-0.185,0.000
11240,-0.185,0.015
11241,-0.190,-0.005
11242,-0.185,-0.035
11243,-0.190,-0.050
11244,-0.185,-0.045
11245,-0.175,-0.030
11246,-0.175,-0.025
11247,-0.170,-0.025
11248,-0.180,-0.035
11249,-0.185,-0.020
11250,-0.160,-0.020
11251,-0.155,0.000
11252,-0.145,-0.005
11253,-0.135,0.000
11254,-0.140,-0.010
11255,-0.150,0.005
11256,-0.140,0.025
11257,-0.135,0.030
11258,-0.140,0.035
11259,-0.120,0.035
11260,-0.120,0.040
11261,-0.130,0.050
11262,-0.115,0.040
11263,-0.105,0.065
11264,-0.095,0.065
11265,-0.100,0.075
11266,-0.105,0.060
11267,-0.120,0.065
11268,-0.105,0.090
11269,-0.085,0.105
11270,-0.075,0.110
11271,-0.065,0.105
11272,-0.080,0.110
11273,-0.080,0.100
11274,-0.080,0.130
11275,-0.070,0.125
11276,-0.065,0.125
11277,-0.065,0.125
11278,-0.075,0.135
11279,-0.095,0.130
11280,-0.090,0.130
11281,-0.085,0.150
11282,-0.075,0.130
11283,-0.075,0.120
11284,-0.100,0.110
11285,-0.105,0.130
11286,-0.120,0.140
