'sample interval','V5','MLII'
12384,-0.160,-0.050
12385,-0.155,-0.070
12386,-0.145,-0.085
12387,-0.160,-0.095
12388,-0.170,-0.085
12389,-0.150,-0.075
12390,-0.130,-0.065
12391,-0.130,-0.080
12392,-0.130,-0.085
12393,-0.145,-0.105
12394,-0.145,-0.090
12395,-0.140,-0.090
12396,-0.100,-0.070
12397,-0.115,-0.080
12398,-0.115,-0.090
12399,-0.125,-0.095
12400,-0.125,-0.095
12401,-0.110,-0.090
12402,-0.080,-0.090
12403,-0.085,-0.090
12404,-0.095,-0.105
12405,-0.115,-0.120
12406,-0.110,-0.105
12407,-0.105,-0.100
12408,-0.085,-0.095
12409,-0.090,-0.105
12410,-0.100,-0.115
12411,-0.115,-0.125
12412,-0.110,-0.120
12413,-0.095,-0.105
12414,-0.085,-0.105
12415,-0.080,-0.110
12416,-0.105,-0.120
12417,-0.110,-0.125
12418,-0.105,-0.130
12419,-0.090,-0.105
12420,-0.075,-0.090
12421,-0.065,-0.105
12422,-0.090,-0.120
12423,-0.100,-0.130
12424,-0.100,-0.125
12425,-0.085,-0.120
12426,-0.075,-0.095
12427,-0.060,-0.100
12428,-0.070,-0.115
12429,-0.080,-0.120
12430,-0.070,-0.110
12431,-0.070,-0.110
12432,-0.055,-0.100
12433,-0.050,-0.100
12434,-0.060,-0.125
12435,-0.065,-0.120
12436,-0.065,-0.100
12437,-0.060,-0.085
12438,-0.035,-0.070
12439,-0.030,-0.085
12440,-0.035,-0.095
12441,-0.055,-0.115
12442,-0.055,-0.100
12443,-0.045,-0.080
12444,-0.030,-0.065
12445,-0.020,-0.070
12446,-0.035,-0.070
12447,-0.025,-0.080
12448,-0.015,-0.075
12449,-0.025,-0.050
12450,-0.015,-0.050
12451,0.000,-0.040
12452,0.000,-0.050
12453,0.000,-0.045
12454,0.000,-0.025
12455,0.015,-0.005
12456,0.035,0.005
12457,0.030,0.020
12458,0.015,0.010
12459,0.010,0.015
12460,0.020,0.035
12461,0.030,0.050
12462,0.040,0.075
12463,0.055,0.075
12464,0.045,0.070
12465,0.035,0.085
12466,0.030,0.105
12467,0.040,0.130
12468,0.050,0.155
12469,0.050,0.155
12470,0.045,0.155
12471,0.030,0.160
12472,0.020,0.175
12473,0.025,0.190
12474,0.045,0.185
12475,0.035,0.180
12476,0.010,0.175
12477,0.005,0.165
12478,-0.010,0.160
12479,-0.015,0.180
12480,-0.005,0.165
12481,0.000,0.145
12482,-0.030,0.140
12483,-0.050,0.115
12484,-0.055,0.110
12485,-0.065,0.115
12486,-0.050,0.125
12487,-0.060,0.095
12488,-0.080,0.075
12489,-0.100,0.065
12490,-0.105,0.065
12491,-0.115,0.075
12492,-0.090,0.070
12493,-0.115,0.065
12494,-0.115,0.050
12495,-0.145,0.035
12496,-0.140,0.035
12497,-0.125,0.045
12498,-0.120,0.045
12499,-0.125,0.040
12500,-0.125,0.030
12501,-0.145,0.025
12502,-0.135,0.030
12503,-0.130,0.050
12504,-0.115,0.045
12505,-0.125,0.030
12506,-0.135,0.035
12507,-0.145,0.015
12508,-0.155,0.025
12509,-0.145,0.040
12510,-0.120,0.035
12511,-0.135,0.030
12512,-0.135,0.020
12513,-0.145,0.015
12514,-0.160,0.005
12515,-0.145,0.025
12516,-0.130,0.020
12517,-0.135,0.020
12518,-0.150,0.015
12519,-0.155,0.000
12520,-0.160,0.005
12521,-0.155,0.005
12522,-0.135,0.020
12523,-0.145,0.010
12524,-0.135,0.010
12525,-0.165,0.000
12526,-0.170,0.010
12527,-0.135,0.025
12528,-0.125,0.030
12529,-0.130,0.025
12530,-0.135,0.010
12531,-0.145,0.005
12532,-0.145,0.010
12533,-0.135,0.025
12534,-0.125,0.040
12535,-0.125,0.025
12536,-0.140,0.005
12537,-0.155,0.005
12538,-0.150,0.015
12539,-0.125,0.030
12540,-0.120,0.035
12541,-0.115,0.035
12542,-0.130,0.010
12543,-0.150,0.015
12544,-0.145,0.015
12545,-0.135,0.035
12546,-0.130,0.045
12547,-0.135,0.030
12548,-0.135,0.015
12549,-0.160,0.010
12550,-0.155,0.020
12551,-0.135,0.040
12552,-0.125,0.045
12553,-0.130,0.020
12554,-0.135,0.010
12555,-0.155,0.000
12556,-0.160,0.000
12557,-0.145,0.025
12558,-0.135,0.025
12559,-0.150,0.020
12560,-0.135,0.010
12561,-0.160,0.005
12562,-0.175,0.005
12563,-0.155,0.000
12564,-0.140,0.020
12565,-0.150,0.005
12566,-0.165,-0.010
12567,-0.180,-0.005
12568,-0.185,0.005
12569,-0.175,0.015
12570,-0.150,0.015
12571,-0.160,0.015
12572,-0.165,-0.005
12573,-0.185,-0.015
12574,-0.175,-0.005
12575,-0.175,0.000
12576,-0.165,0.025
12577,-0.160,0.005
12578,-0.185,0.000
12579,-0.195,0.000
12580,-0.195,-0.005
12581,-0.175,0.005
12582,-0.165,0.010
12583,-0.170,-0.005
12584,-0.175,-0.005
12585,-0.200,-0.015
12586,-0.205,0.000
12587,-0.185,0.015
12588,-0.175,0.010
12589,-0.175,-0.005
12590,-0.190,-0.015
12591,-0.205,-0.015
12592,-0.215,-0.025
12593,-0.215,0.015
12594,-0.185,0.020
12595,-0.195,0.010
12596,-0.195,-0.010
12597,-0.205,-0.020
12598,-0.200,-0.015
12599,-0.195,0.000
12600,-0.185,0.010
12601,-0.200,-0.005
12602,-0.200,-0.010
12603,-0.210,-0.025
12604,-0.200,0.000
12605,-0.200,0.005
12606,-0.185,0.015
12607,-0.195,-0.005
12608,-0.205,-0.020
12609,-0.220,-0.020
12610,-0.220,-0.010
12611,-0.210,0.000
12612,-0.195,0.020
12613,-0.195,0.000
12614,-0.200,-0.015
12615,-0.215,-0.020
12616,-0.215,-0.005
12617,-0.215,0.005
12618,-0.195,0.010
12619,-0.195,0.010
12620,-0.215,-0.005
12621,-0.220,-0.010
12622,-0.215,-0.010
12623,-0.205,0.005
12624,-0.195,0.025
12625,-0.205,0.000
12626,-0.195,-0.005
12627,-0.215,-0.010
12628,-0.220,0.005
12629,-0.215,-0.005
12630,-0.190,0.010
12631,-0.195,0.005
12632,-0.205,-0.020
12633,-0.235,-0.030
12634,-0.215,-0.005
12635,-0.215,0.010
12636,-0.200,0.020
12637,-0.200,0.005
12638,-0.205,-0.010
12639,-0.235,-0.020
12640,-0.225,-0.015
12641,-0.210,0.005
12642,-0.190,0.010
12643,-0.200,0.015
12644,-0.195,-0.010
12645,-0.205,-0.020
12646,-0.225,-0.005
12647,-0.200,-0.005
12648,-0.180,0.010
12649,-0.185,0.005
12650,-0.195,-0.010
12651,-0.210,-0.005
12652,-0.215,0.000
12653,-0.190,0.015
12654,-0.190,0.015
12655,-0.200,0.010
12656,-0.210,-0.005
12657,-0.215,-0.010
12658,-0.210,0.005
12659,-0.215,0.025
12660,-0.185,0.030
12661,-0.185,0.010
12662,-0.195,0.005
12663,-0.225,-0.005
12664,-0.210,0.005
12665,-0.200,0.020
12666,-0.185,0.025
12667,-0.190,0.015
12668,-0.185,0.010
12669,-0.195,0.005
12670,-0.200,0.015
12671,-0.170,0.030
12672,-0.140,0.035
12673,-0.150,0.050
12674,-0.145,0.045
12675,-0.165,0.045
12676,-0.150,0.050
12677,-0.140,0.060
12678,-0.125,0.070
12679,-0.120,0.070
12680,-0.145,0.065
12681,-0.145,0.060
12682,-0.145,0.075
12683,-0.120,0.080
12684,-0.110,0.085
12685,-0.125,0.095
12686,-0.145,0.065
12687,-0.165,0.050
12688,-0.165,0.045
12689,-0.155,0.065
12690,-0.155,0.070
12691,-0.165,0.065
12692,-0.185,0.055
12693,-0.185,0.045
12694,-0.190,0.050
12695,-0.165,0.070
12696,-0.155,0.090
12697,-0.165,0.085
12698,-0.170,0.070
12699,-0.170,0.060
12700,-0.170,0.070
12701,-0.145,0.075
12702,-0.135,0.060
12703,-0.145,0.045
12704,-0.170,0.020
12705,-0.210,0.015
12706,-0.210,0.020
12707,-0.205,0.040
12708,-0.195,0.055
12709,-0.190,0.035
12710,-0.200,0.025
12711,-0.210,0.015
12712,-0.210,0.020
12713,-0.205,0.035
12714,-0.195,0.045
12715,-0.190,0.040
12716,-0.200,0.015
12717,-0.215,0.015
12718,-0.220,0.015
12719,-0.220,0.035
12720,-0.200,0.035
12721,-0.200,0.025
12722,-0.215,0.025
12723,-0.225,0.025
12724,-0.225,0.030
12725,-0.195,0.025
12726,-0.190,0.035
12727,-0.195,0.030
12728,-0.195,0.015
12729,-0.215,0.025
12730,-0.215,0.035
12731,-0.220,0.050
12732,-0.190,0.050
12733,-0.190,0.040
12734,-0.200,0.030
12735,-0.215,0.030
12736,-0.205,0.050
12737,-0.195,0.070
12738,-0.180,0.090
12739,-0.170,0.105
12740,-0.175,0.120
12741,-0.185,0.150
12742,-0.165,0.200
12743,-0.135,0.265
12744,-0.100,0.325
12745,-0.080,0.365
12746,-0.120,0.425
12747,-0.200,0.535
12748,-0.275,0.690
12749,-0.310,0.825
12750,-0.340,0.980
12751,-0.405,1.100
12752,-0.485,1.225
12753,-0.575,1.390
12754,-0.585,1.585
12755,-0.530,1.790
12756,-0.430,1.970
12757,-0.290,2.020
12758,-0.165,1.895
12759,-0.075,1.600
12760,-0.035,1.155
12761,-0.060,0.685
12762,-0.210,0.305
12763,-0.445,0.080
12764,-0.605,-0.020
12765,-0.670,-0.045
12766,-0.630,-0.020
12767,-0.545,0.005
12768,-0.435,0.030
12769,-0.330,0.015
12770,-0.255,0.005
12771,-0.225,-0.010
12772,-0.210,-0.005
12773,-0.175,-0.010
12774,-0.155,-0.020
12775,-0.150,-0.050
12776,-0.165,-0.060
12777,-0.175,-0.070
12778,-0.170,-0.055
12779,-0.150,-0.060
12780,-0.125,-0.050
12781,-0.130,-0.050
12782,-0.135,-0.065
12783,-0.135,-0.075
12784,-0.135,-0.065
12785,-0.125,-0.065
12786,-0.115,-0.050
12787,-0.105,-0.065
12788,-0.115,-0.070
12789,-0.120,-0.070
12790,-0.120,-0.080
12791,-0.105,-0.050
12792,-0.085,-0.050
12793,-0.090,-0.050
12794,-0.095,-0.070
12795,-0.110,-0.085
12796,-0.115,-0.080
12797,-0.095,-0.070
12798,-0.080,-0.070
12799,-0.080,-0.070
12800,-0.095,-0.090
12801,-0.095,-0.100
12802,-0.110,-0.100
12803,-0.110,-0.090
12804,-0.070,-0.070
12805,-0.065,-0.090
12806,-0.085,-0.105
12807,-0.095,-0.105
12808,-0.090,-0.100
12809,-0.080,-0.085
12810,-0.055,-0.095
12811,-0.070,-0.115
12812,-0.065,-0.115
12813,-0.070,-0.110
12814,-0.080,-0.095
12815,-0.070,-0.085
12816,-0.055,-0.085
12817,-0.080,-0.095
12818,-0.085,-0.110
12819,-0.090,-0.115
12820,-0.070,-0.105
12821,-0.060,-0.080
12822,-0.060,-0.080
12823,-0.055,-0.095
12824,-0.070,-0.105
12825,-0.070,-0.100
12826,-0.055,-0.100
12827,-0.055,-0.095
12828,-0.035,-0.075
12829,-0.040,-0.090
12830,-0.045,-0.090
12831,-0.050,-0.095
12832,-0.060,-0.090
12833,-0.035,-0.075
12834,-0.020,-0.065
12835,-0.010,-0.070
12836,-0.040,-0.095
12837,-0.045,-0.085
12838,-0.035,-0.080
12839,-0.020,-0.065
12840,0.000,-0.070
12841,0.000,-0.060
12842,-0.005,-0.075
12843,-0.010,-0.085
12844,-0.020,-0.060
12845,0.010,-0.055
12846,0.030,-0.045
12847,0.030,-0.040
12848,0.030,-0.040
12849,0.020,-0.035
12850,0.025,-0.030
12851,0.035,-0.010
12852,0.060,0.005
12853,0.060,0.000
12854,0.055,-0.005
12855,0.045,0.010
12856,0.040,0.025
12857,0.065,0.050
12858,0.080,0.075
12859,0.065,0.080
12860,0.065,0.075
12861,0.060,0.085
12862,0.055,0.100
12863,0.075,0.140
12864,0.095,0.155
12865,0.085,0.170
12866,0.065,0.165
12867,0.060,0.155
12868,0.060,0.180
12869,0.075,0.205
12870,0.075,0.205
12871,0.065,0.190
12872,0.055,0.195
12873,0.040,0.180
12874,0.030,0.195
12875,0.025,0.190
12876,0.020,0.180
12877,0.020,0.170
12878,0.010,0.150
12879,-0.010,0.135
12880,-0.015,0.140
12881,-0.025,0.150
12882,-0.015,0.150
12883,-0.035,0.110
12884,-0.050,0.090
12885,-0.070,0.085
12886,-0.080,0.070
12887,-0.070,0.085
12888,-0.065,0.095
12889,-0.075,0.080
12890,-0.110,0.055
12891,-0.110,0.040
12892,-0.120,0.050
12893,-0.110,0.055
12894,-0.110,0.070
12895,-0.100,0.055
12896,-0.110,0.045
12897,-0.115,0.035
12898,-0.110,0.050
12899,-0.115,0.050
12900,-0.095,0.050
12901,-0.095,0.030
12902,-0.110,0.015
12903,-0.120,0.015
12904,-0.130,0.040
12905,-0.115,0.050
12906,-0.100,0.040
12907,-0.115,0.040
12908,-0.120,0.015
12909,-0.135,0.010
12910,-0.160,0.015
12911,-0.135,0.025
12912,-0.115,0.045
12913,-0.120,0.025
12914,-0.125,0.015
12915,-0.145,0.010
12916,-0.155,0.015
12917,-0.125,0.035
12918,-0.105,0.030
12919,-0.115,0.025
12920,-0.130,0.015
12921,-0.125,0.005
12922,-0.135,0.015
12923,-0.130,0.020
12924,-0.100,0.035
12925,-0.105,0.015
12926,-0.135,0.000
12927,-0.125,0.010
12928,-0.130,0.020
12929,-0.125,0.035
12930,-0.105,0.045
12931,-0.100,0.035
12932,-0.120,0.015
12933,-0.135,0.015
12934,-0.130,0.015
12935,-0.115,0.045
12936,-0.105,0.055
12937,-0.100,0.040
12938,-0.115,0.015
12939,-0.125,0.025
12940,-0.135,0.035
12941,-0.115,0.035
12942,-0.120,0.050
12943,-0.115,0.055
12944,-0.125,0.025
12945,-0.135,0.025
12946,-0.135,0.035
12947,-0.120,0.045
12948,-0.110,0.045
12949,-0.110,0.035
12950,-0.130,0.010
12951,-0.140,0.015
12952,-0.130,0.020
12953,-0.130,0.040
12954,-0.110,0.045
12955,-0.135,0.035
12956,-0.135,0.025
12957,-0.150,0.015
12958,-0.145,0.025
12959,-0.125,0.040
12960,-0.125,0.040
12961,-0.130,0.020
12962,-0.135,0.020
12963,-0.160,-0.005
12964,-0.155,0.010
12965,-0.165,0.025
12966,-0.155,0.030
12967,-0.130,0.010
12968,-0.155,0.005
12969,-0.160,-0.005
12970,-0.165,0.010
12971,-0.165,0.025
12972,-0.145,0.020
12973,-0.145,0.025
12974,-0.160,0.010
12975,-0.170,0.005
12976,-0.165,0.010
12977,-0.160,0.025
12978,-0.135,0.030
12979,-0.135,0.010
12980,-0.160,-0.010
12981,-0.180,-0.010
12982,-0.190,0.000
12983,-0.155,0.020
12984,-0.160,0.025
12985,-0.155,0.015
12986,-0.170,-0.010
12987,-0.170,-0.010
12988,-0.175,0.000
12989,-0.170,-0.005
12990,-0.160,0.010
12991,-0.170,0.000
12992,-0.165,-0.010
12993,-0.190,-0.005
12994,-0.185,-0.005
12995,-0.165,0.010
12996,-0.155,0.005
12997,-0.170,-0.005
12998,-0.185,-0.015
12999,-0.190,-0.025
13000,-0.195,-0.010
13001,-0.175,0.005
13002,-0.170,0.005
13003,-0.175,0.000
13004,-0.185,-0.015
13005,-0.190,-0.020
13006,-0.195,-0.010
13007,-0.190,0.010
13008,-0.180,0.010
13009,-0.185,0.000
13010,-0.175,-0.005
13011,-0.215,-0.015
13012,-0.205,-0.010
13013,-0.195,0.020
13014,-0.180,0.015
13015,-0.165,-0.005
13016,-0.190,-0.015
13017,-0.195,-0.015
13018,-0.195,-0.005
13019,-0.185,0.010
13020,-0.170,0.005
13021,-0.175,-0.010
13022,-0.200,-0.020
13023,-0.205,-0.020
13024,-0.230,-0.010
13025,-0.205,0.000
13026,-0.170,0.010
13027,-0.185,-0.005
13028,-0.185,-0.015
13029,-0.200,-0.025
13030,-0.195,-0.015
13031,-0.180,0.010
13032,-0.170,0.005
13033,-0.170,0.005
13034,-0.180,-0.020
13035,-0.190,-0.010
13036,-0.200,-0.015
13037,-0.180,0.005
13038,-0.165,0.005
13039,-0.165,-0.005
13040,-0.165,0.000
13041,-0.185,-0.010
13042,-0.190,0.000
13043,-0.180,0.005
13044,-0.165,0.010
13045,-0.170,-0.005
13046,-0.180,-0.015
13047,-0.190,-0.015
13048,-0.195,-0.010
13049,-0.185,0.015
13050,-0.160,0.020
13051,-0.160,0.015
13052,-0.175,0.005
13053,-0.195,-0.010
13054,-0.195,0.000
13055,-0.175,0.015
13056,-0.160,0.020
13057,-0.165,0.015
13058,-0.185,0.010
13059,-0.200,0.000
13060,-0.215,0.015
13061,-0.200,0.025
13062,-0.160,0.015
13063,-0.170,0.020
13064,-0.185,-0.010
13065,-0.180,0.015
13066,-0.165,0.025
13067,-0.150,0.035
13068,-0.140,0.060
13069,-0.145,0.055
13070,-0.140,0.040
13071,-0.150,0.045
13072,-0.140,0.065
13073,-0.130,0.060
13074,-0.115,0.060
13075,-0.110,0.065
13076,-0.100,0.065
13077,-0.110,0.065
13078,-0.115,0.080
13079,-0.095,0.085
13080,-0.090,0.085
13081,-0.110,0.090
13082,-0.135,0.065
13083,-0.140,0.045
13084,-0.145,0.060
13085,-0.145,0.060
13086,-0.130,0.060
13087,-0.145,0.045
13088,-0.170,0.035
13089,-0.180,0.030
13090,-0.180,0.045
13091,-0.170,0.060
13092,-0.145,0.070
13093,-0.150,0.065
13094,-0.165,0.055
13095,-0.175,0.060
13096,-0.160,0.075
13097,-0.145,0.075
13098,-0.130,0.085
13099,-0.130,0.075
13100,-0.135,0.045
13101,-0.145,0.040
13102,-0.155,0.025
13103,-0.170,0.040
13104,-0.165,0.040
13105,-0.185,0.030
13106,-0.210,0.020
13107,-0.215,0.015
13108,-0.220,0.025
13109,-0.205,0.035
13110,-0.190,0.055
13111,-0.200,0.040
13112,-0.200,0.025
13113,-0.205,0.025
13114,-0.220,0.020
13115,-0.215,0.035
13116,-0.190,0.030
13117,-0.205,0.025
13118,-0.200,0.020
13119,-0.215,0.020
13120,-0.225,0.030
13121,-0.215,0.050
13122,-0.185,0.035
13123,-0.200,0.020
13124,-0.195,0.015
13125,-0.220,0.010
13126,-0.225,0.015
13127,-0.205,0.035
13128,-0.190,0.050
13129,-0.190,0.035
13130,-0.200,0.020
13131,-0.230,0.015
13132,-0.225,0.015
13133,-0.200,0.035
13134,-0.195,0.040
13135,-0.190,0.045
13136,-0.205,0.025
13137,-0.200,0.035
13138,-0.200,0.055
13139,-0.195,0.095
13140,-0.160,0.115
13141,-0.165,0.135
13142,-0.160,0.135
13143,-0.150,0.210
13144,-0.135,0.275
13145,-0.110,0.335
13146,-0.070,0.380
13147,-0.110,0.465
13148,-0.180,0.560
13149,-0.250,0.700
13150,-0.305,0.855
13151,-0.330,1.030
13152,-0.360,1.180
13153,-0.445,1.325
13154,-0.515,1.460
13155,-0.540,1.640
13156,-0.485,1.865
13157,-0.365,2.015
13158,-0.225,2.030
13159,-0.110,1.875
13160,-0.030,1.565
13161,-0.005,1.100
13162,-0.070,0.630
13163,-0.245,0.290
13164,-0.450,0.100
13165,-0.615,0.000
13166,-0.665,-0.035
13167,-0.640,-0.040
13168,-0.575,-0.005
13169,-0.465,0.020
13170,-0.335,0.025
13171,-0.255,0.015
13172,-0.220,-0.005
13173,-0.220,-0.025
13174,-0.225,-0.035
13175,-0.195,-0.025
13176,-0.170,-0.035
13177,-0.170,-0.050
13178,-0.175,-0.065
13179,-0.175,-0.075
13180,-0.165,-0.070
13181,-0.170,-0.055
13182,-0.140,-0.060
13183,-0.140,-0.070
13184,-0.145,-0.090
13185,-0.150,-0.085
13186,-0.155,-0.070
13187,-0.125,-0.070
13188,-0.110,-0.060
13189,-0.115,-0.070
13190,-0.115,-0.090
13191,-0.125,-0.090
13192,-0.130,-0.085
13193,-0.115,-0.070
13194,-0.090,-0.070
13195,-0.100,-0.085
13196,-0.105,-0.105
13197,-0.115,-0.110
13198,-0.105,-0.100
13199,-0.105,-0.100
13200,-0.100,-0.080
13201,-0.100,-0.100
13202,-0.100,-0.110
13203,-0.110,-0.110
13204,-0.105,-0.105
13205,-0.095,-0.090
13206,-0.080,-0.100
13207,-0.095,-0.105
13208,-0.095,-0.125
13209,-0.110,-0.125
13210,-0.105,-0.110
13211,-0.095,-0.115
13212,-0.075,-0.100
13213,-0.095,-0.120
13214,-0.095,-0.140
13215,-0.105,-0.125
13216,-0.100,-0.120
13217,-0.090,-0.105
13218,-0.070,-0.110
13219,-0.075,-0.130
13220,-0.075,-0.120
13221,-0.085,-0.125
13222,-0.075,-0.110
13223,-0.065,-0.095
13224,-0.050,-0.095
13225,-0.065,-0.100
13226,-0.055,-0.115
13227,-0.065,-0.105
13228,-0.065,-0.100
13229,-0.055,-0.080
13230,-0.035,-0.100
13231,-0.035,-0.095
13232,-0.035,-0.105
13233,-0.050,-0.110
13234,-0.040,-0.100
13235,-0.030,-0.075
13236,-0.015,-0.075
13237,-0.020,-0.090
13238,-0.035,-0.095
13239,-0.030,-0.105
13240,-0.035,-0.075
13241,-0.015,-0.065
13242,0.005,-0.060
13243,0.015,-0.055
13244,0.000,-0.055
13245,-0.005,-0.065
13246,0.000,-0.050
13247,0.025,-0.030
13248,0.040,-0.010
13249,0.045,0.015
13250,0.040,-0.005
13251,0.025,0.010
13252,0.035,0.015
13253,0.055,0.050
13254,0.065,0.060
13255,0.060,0.075
13256,0.060,0.075
13257,0.055,0.095
13258,0.055,0.120
13259,0.070,0.140
13260,0.080,0.150
13261,0.085,0.145
13262,0.050,0.155
13263,0.040,0.160
13264,0.045,0.175
13265,0.060,0.205
13266,0.070,0.205
13267,0.065,0.195
13268,0.045,0.185
13269,0.030,0.170
13270,0.015,0.175
13271,0.010,0.180
13272,0.010,0.185
13273,0.000,0.155
13274,-0.015,0.125
13275,-0.050,0.110
13276,-0.065,0.100
13277,-0.060,0.115
13278,-0.050,0.100
13279,-0.060,0.090
13280,-0.090,0.065
13281,-0.120,0.055
13282,-0.125,0.050
13283,-0.115,0.065
13284,-0.110,0.065
13285,-0.105,0.060
13286,-0.120,0.035
13287,-0.140,0.040
13288,-0.140,0.025
13289,-0.120,0.045
13290,-0.120,0.030
13291,-0.125,0.035
13292,-0.130,0.015
13293,-0.140,0.020
13294,-0.145,0.025
13295,-0.135,0.030
13296,-0.120,0.030
13297,-0.135,0.025
13298,-0.150,0.015
13299,-0.155,0.000
13300,-0.155,0.020
13301,-0.145,0.025
13302,-0.120,0.030
13303,-0.130,0.025
13304,-0.145,-0.005
13305,-0.175,0.000
13306,-0.160,0.000
13307,-0.145,0.020
13308,-0.150,0.015
13309,-0.140,0.010
13310,-0.145,0.000
13311,-0.160,-0.010
13312,-0.155,0.000
13313,-0.145,0.010
13314,-0.135,0.020
13315,-0.135,0.010
13316,-0.145,-0.010
13317,-0.150,0.000
13318,-0.150,0.015
13319,-0.140,0.020
13320,-0.135,0.025
13321,-0.115,0.015
13322,-0.130,0.000
13323,-0.135,0.000
13324,-0.165,0.010
13325,-0.135,0.025
13326,-0.115,0.035
13327,-0.110,0.015
13328,-0.130,0.020
13329,-0.140,0.015
13330,-0.145,0.020
13331,-0.140,0.035
13332,-0.135,0.055
13333,-0.120,0.025
13334,-0.150,0.020
13335,-0.145,0.005
13336,-0.145,0.030
13337,-0.130,0.035
13338,-0.110,0.040
13339,-0.130,0.035
13340,-0.145,0.010
13341,-0.160,0.010
13342,-0.150,0.010
13343,-0.135,0.030
13344,-0.130,0.035
13345,-0.130,0.025
13346,-0.155,0.005
13347,-0.155,0.010
13348,-0.170,0.030
13349,-0.145,0.035
13350,-0.140,0.025
13351,-0.145,0.025
13352,-0.150,0.005
13353,-0.175,0.005
13354,-0.180,0.020
13355,-0.180,0.015
13356,-0.160,0.030
13357,-0.150,0.010
13358,-0.165,0.000
13359,-0.180,0.005
13360,-0.180,0.010
13361,-0.190,0.015
13362,-0.165,0.020
13363,-0.170,0.025
13364,-0.195,-0.010
13365,-0.195,0.000
13366,-0.195,-0.010
13367,-0.180,0.015
13368,-0.175,0.005
13369,-0.180,-0.010
13370,-0.180,-0.010
13371,-0.200,-0.020
13372,-0.195,-0.005
13373,-0.185,0.000
13374,-0.170,0.015
13375,-0.180,0.010
13376,-0.185,-0.005
13377,-0.200,-0.020
13378,-0.205,-0.015
13379,-0.205,-0.010
13380,-0.180,-0.005
13381,-0.185,-0.015
13382,-0.195,-0.010
13383,-0.225,-0.010
13384,-0.210,-0.010
13385,-0.200,-0.005
13386,-0.200,0.000
13387,-0.190,-0.005
13388,-0.190,-0.020
13389,-0.210,-0.020
13390,-0.205,-0.020
13391,-0.205,0.000
13392,-0.190,-0.005
13393,-0.190,-0.010
13394,-0.195,-0.020
13395,-0.225,-0.010
13396,-0.220,-0.005
13397,-0.215,0.005
13398,-0.205,0.000
13399,-0.205,-0.005
13400,-0.200,-0.025
13401,-0.220,-0.025
13402,-0.215,-0.015
13403,-0.200,-0.005
13404,-0.185,0.005
13405,-0.195,-0.010
13406,-0.200,-0.010
13407,-0.210,-0.020
13408,-0.215,-0.015
13409,-0.205,-0.005
13410,-0.195,0.005
13411,-0.195,-0.005
13412,-0.200,-0.020
13413,-0.220,-0.015
13414,-0.215,-0.015
13415,-0.205,0.000
13416,-0.190,-0.005
13417,-0.200,-0.005
13418,-0.205,-0.020
13419,-0.230,-0.025
13420,-0.220,-0.010
13421,-0.220,-0.015
13422,-0.200,-0.005
13423,-0.205,-0.020
13424,-0.215,-0.025
13425,-0.220,-0.035
13426,-0.230,-0.020
13427,-0.205,0.005
13428,-0.195,0.000
13429,-0.195,-0.005
13430,-0.210,-0.015
13431,-0.220,-0.020
13432,-0.215,-0.025
13433,-0.210,-0.005
13434,-0.190,0.000
13435,-0.195,-0.020
13436,-0.205,-0.015
13437,-0.230,-0.020
13438,-0.230,-0.015
13439,-0.205,0.010
13440,-0.195,-0.010
13441,-0.205,-0.005
13442,-0.210,-0.020
13443,-0.225,-0.035
13444,-0.230,0.000
13445,-0.210,0.000
13446,-0.200,0.005
13447,-0.200,0.000
13448,-0.210,-0.025
13449,-0.220,-0.020
13450,-0.215,-0.010
13451,-0.200,0.005
13452,-0.190,0.000
13453,-0.200,0.000
13454,-0.205,-0.005
13455,-0.220,-0.015
13456,-0.220,-0.005
13457,-0.200,0.005
13458,-0.180,0.015
13459,-0.185,0.010
13460,-0.185,0.000
13461,-0.205,-0.005
13462,-0.190,0.015
13463,-0.165,0.030
13464,-0.155,0.045
13465,-0.160,0.040
13466,-0.150,0.020
13467,-0.160,0.030
13468,-0.165,0.035
13469,-0.150,0.055
13470,-0.135,0.060
13471,-0.140,0.065
13472,-0.140,0.040
13473,-0.155,0.050
13474,-0.150,0.045
13475,-0.130,0.070
13476,-0.120,0.070
13477,-0.135,0.045
13478,-0.160,0.025
13479,-0.170,0.025
13480,-0.190,0.035
13481,-0.175,0.035
13482,-0.175,0.040
13483,-0.185,0.030
13484,-0.200,0.030
13485,-0.205,0.020
13486,-0.200,0.040
13487,-0.175,0.055
13488,-0.165,0.065
13489,-0.180,0.050
13490,-0.190,0.020
13491,-0.200,0.030
13492,-0.190,0.035
13493,-0.165,0.040
13494,-0.145,0.040
13495,-0.165,0.020
13496,-0.190,-0.005
13497,-0.215,-0.015
13498,-0.225,0.005
13499,-0.225,0.000
13500,-0.215,0.010
13501,-0.220,0.000
13502,-0.235,-0.005
13503,-0.240,-0.015
13504,-0.245,0.000
13505,-0.240,0.020
13506,-0.220,0.000
13507,-0.215,-0.005
13508,-0.225,-0.010
13509,-0.255,-0.020
13510,-0.235,0.005
13511,-0.235,0.010
13512,-0.215,0.010
13513,-0.220,0.000
13514,-0.240,-0.010
13515,-0.245,-0.025
13516,-0.240,-0.010
13517,-0.240,0.005
13518,-0.215,0.000
13519,-0.225,0.015
13520,-0.235,-0.010
13521,-0.250,-0.005
13522,-0.260,0.005
